AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,SALES_PRICE,price_per_sqft
Anna Nagar,1955.0,2.0,1.0,133.09,6807.6726342711
Anna Nagar,1860.0,2.0,1.0,141.11,7586.559139784948
Anna Nagar,1611.0,1.0,1.0,139.45,8656.114214773432
Chrompet,1220.0,2.0,1.0,123.95,10159.83606557377
Chrompet,771.0,1.0,1.0,83.09,10776.913099870299
Chrompet,1054.0,1.0,1.0,94.5,8965.84440227704
Chrompet,1069.0,1.0,1.0,109.06,10202.057998129092
Chrompet,931.0,1.0,1.0,91.86,9866.809881847475
Chrompet,1074.0,1.0,1.0,96.27,8963.687150837988
Chrompet,856.0,1.0,1.0,103.83,12129.672897196262
Chrompet,934.0,1.0,1.0,97.11,10397.216274089937
Chrompet,969.0,1.0,1.0,112.49,11608.875128998969
Chrompet,1089.0,1.0,1.0,90.5,8310.376492194673
Chrompet,1293.0,2.0,1.0,131.16,10143.85150812065
Chrompet,905.0,1.0,1.0,77.03,8511.602209944751
Chrompet,821.0,1.0,1.0,73.04,8896.467722289892
Chrompet,798.0,1.0,1.0,90.71,11367.167919799498
Chrompet,1135.0,1.0,1.0,92.53,8152.422907488987
Chrompet,1023.0,1.0,1.0,97.35,9516.129032258064
Chrompet,711.0,1.0,1.0,80.5,11322.081575246133
Chrompet,885.0,1.0,1.0,71.95,8129.943502824859
Chrompet,950.0,1.0,1.0,97.59,10272.631578947368
Chrompet,786.0,1.0,1.0,92.45,11762.086513994911
Chrompet,1195.0,1.0,1.0,98.22,8219.246861924687
Chrompet,727.0,1.0,1.0,84.16,11576.341127922971
Chrompet,889.0,1.0,1.0,90.99,10235.095613048368
Chrompet,1015.0,1.0,1.0,83.43,8219.704433497538
Chrompet,1021.0,1.0,1.0,92.02,9012.732615083252
Chrompet,1049.0,1.0,1.0,102.62,9782.650142993327
Chrompet,946.0,1.0,1.0,111.66,11803.38266384778
Chrompet,906.0,1.0,1.0,94.65,10447.019867549669
Chrompet,835.0,1.0,1.0,84.35,10101.79640718563
Chrompet,911.0,1.0,1.0,74.28,8153.677277716794
Chrompet,980.0,1.0,1.0,119.01,12143.877551020409
Chrompet,996.0,1.0,1.0,89.4,8975.903614457831
Chrompet,906.0,1.0,1.0,102.27,11288.079470198676
Chrompet,1160.0,1.0,1.0,94.64,8158.620689655172
Chrompet,1024.0,1.0,1.0,120.91,11807.6171875
Chrompet,839.0,1.0,1.0,91.07,10854.588796185935
Chrompet,1057.0,1.0,1.0,91.45,8651.844843897825
Chrompet,1185.0,1.0,1.0,101.63,8576.371308016878
Chrompet,1263.0,2.0,1.0,106.37,8422.011084718923
Chrompet,723.0,1.0,1.0,86.46,11958.50622406639
Chrompet,895.0,1.0,1.0,85.15,9513.966480446927
Chrompet,1131.0,1.0,1.0,100.9,8921.308576480991
Chrompet,1203.0,2.0,1.0,129.26,10744.804655029095
Chrompet,802.0,1.0,1.0,79.68,9935.162094763093
Chrompet,759.0,1.0,1.0,81.49,10736.4953886693
Chrompet,857.0,1.0,1.0,84.72,9885.647607934656
Chrompet,918.0,1.0,1.0,109.29,11905.228758169935
Chrompet,1008.0,1.0,1.0,88.36,8765.873015873016
Chrompet,894.0,1.0,1.0,108.82,12172.259507829978
Chrompet,1296.0,2.0,1.0,107.41,8287.808641975309
Chrompet,702.0,1.0,1.0,80.21,11425.925925925925
Chrompet,980.0,1.0,1.0,118.47,12088.775510204081
Chrompet,1257.0,2.0,1.0,137.88,10968.973747016706
Chrompet,1069.0,1.0,1.0,100.8,9429.37324602432
Chrompet,934.0,1.0,1.0,84.69,9067.451820128479
Chrompet,754.0,1.0,1.0,77.06,10220.159151193633
Chrompet,980.0,1.0,1.0,86.22,8797.959183673469
Chrompet,769.0,1.0,1.0,72.62,9443.433029908972
Chrompet,908.0,1.0,1.0,75.47,8311.674008810573
Chrompet,1121.0,1.0,1.0,90.9,8108.831400535237
Chrompet,1231.0,2.0,1.0,102.71,8343.623070674248
Chrompet,1095.0,1.0,1.0,99.53,9089.497716894977
Chrompet,760.0,1.0,1.0,82.74,10886.842105263157
Chrompet,703.0,1.0,1.0,82.32,11709.81507823613
Chrompet,989.0,1.0,1.0,106.14,10732.052578361981
Chrompet,760.0,1.0,1.0,83.87,11035.526315789473
Chrompet,929.0,1.0,1.0,89.07,9587.72874058127
Chrompet,786.0,1.0,1.0,81.86,10414.758269720101
Chrompet,774.0,1.0,1.0,91.04,11762.273901808785
Chrompet,1072.0,1.0,1.0,119.36,11134.328358208955
Chrompet,1239.0,2.0,1.0,108.81,8782.082324455207
Chrompet,1066.0,1.0,1.0,124.06,11637.898686679175
Chrompet,863.0,1.0,1.0,78.14,9054.461181923523
Chrompet,961.0,1.0,1.0,91.98,9571.279916753381
Chrompet,849.0,1.0,1.0,88.23,10392.226148409894
Chrompet,1147.0,1.0,1.0,101.52,8850.915431560592
Chrompet,797.0,1.0,1.0,71.61,8984.943538268506
Chrompet,764.0,1.0,1.0,84.76,11094.240837696336
Chrompet,1227.0,2.0,1.0,107.87,8791.361043194784
Chrompet,1164.0,1.0,1.0,132.71,11401.202749140894
Chrompet,1163.0,1.0,1.0,104.72,9004.299226139296
Chrompet,708.0,1.0,1.0,77.46,10940.677966101694
Chrompet,931.0,1.0,1.0,75.21,8078.410311493018
Chrompet,1127.0,1.0,1.0,97.02,8608.695652173914
Chrompet,856.0,1.0,1.0,81.91,9568.925233644859
Chrompet,1183.0,1.0,1.0,96.27,8137.785291631445
Chrompet,987.0,1.0,1.0,99.63,10094.224924012158
Chrompet,790.0,1.0,1.0,68.46,8665.822784810125
Chrompet,1083.0,1.0,1.0,95.19,8789.473684210527
Chrompet,1128.0,1.0,1.0,99.86,8852.836879432623
Chrompet,1141.0,1.0,1.0,138.84,12168.273444347064
Chrompet,966.0,1.0,1.0,89.53,9268.115942028986
Chrompet,783.0,1.0,1.0,91.65,11704.980842911877
Chrompet,1257.0,2.0,1.0,128.51,10223.548130469371
Chrompet,1097.0,1.0,1.0,127.64,11635.369188696444
Chrompet,1218.0,2.0,1.0,129.2,10607.553366174054
Chrompet,1078.0,1.0,1.0,128.46,11916.512059369203
Chrompet,1133.0,1.0,1.0,97.28,8586.054721977052
Chrompet,719.0,1.0,1.0,73.52,10225.312934631433
Chrompet,1010.0,1.0,1.0,88.68,8780.198019801981
Chrompet,925.0,1.0,1.0,91.51,9892.972972972973
Chrompet,964.0,1.0,1.0,100.67,10442.946058091286
Chrompet,1018.0,1.0,1.0,111.4,10943.02554027505
Chrompet,760.0,1.0,1.0,85.19,11209.21052631579
Chrompet,817.0,1.0,1.0,78.25,9577.723378212975
Chrompet,769.0,1.0,1.0,62.99,8191.157347204161
Chrompet,913.0,1.0,1.0,94.65,10366.922234392114
Chrompet,1014.0,1.0,1.0,91.77,9050.295857988165
Chrompet,956.0,1.0,1.0,98.99,10354.60251046025
Chrompet,1190.0,1.0,1.0,126.32,10615.126050420167
Chrompet,779.0,1.0,1.0,81.98,10523.74839537869
Chrompet,1125.0,1.0,1.0,124.01,11023.111111111111
Chrompet,810.0,1.0,1.0,93.53,11546.913580246914
Chrompet,837.0,1.0,1.0,85.82,10253.285543608124
Chrompet,1063.0,1.0,1.0,92.53,8704.609595484479
Chrompet,956.0,1.0,1.0,113.3,11851.464435146443
Chrompet,1050.0,1.0,1.0,99.94,9518.095238095239
Chrompet,1170.0,1.0,1.0,102.5,8760.68376068376
Chrompet,775.0,1.0,1.0,77.27,9970.322580645161
Chrompet,961.0,1.0,1.0,84.06,8747.138397502602
Chrompet,1041.0,1.0,1.0,91.98,8835.734870317003
Chrompet,1223.0,2.0,1.0,105.01,8586.263286999183
Chrompet,907.0,1.0,1.0,99.96,11020.948180815876
Chrompet,1089.0,1.0,1.0,100.01,9183.654729109274
Chrompet,975.0,1.0,1.0,83.46,8559.999999999998
Chrompet,1036.0,1.0,1.0,100.31,9682.432432432432
Chrompet,919.0,1.0,1.0,79.89,8693.144722524483
Chrompet,871.0,1.0,1.0,73.73,8464.982778415615
Chrompet,808.0,1.0,1.0,95.44,11811.881188118812
Chrompet,1072.0,1.0,1.0,128.93,12027.05223880597
Chrompet,853.0,1.0,1.0,98.72,11573.27080890973
Chrompet,934.0,1.0,1.0,87.51,9369.379014989294
Chrompet,996.0,1.0,1.0,98.31,9870.481927710844
Chrompet,914.0,1.0,1.0,81.55,8922.319474835886
Chrompet,1179.0,1.0,1.0,100.44,8519.08396946565
Chrompet,1129.0,1.0,1.0,92.15,8162.090345438442
Chrompet,937.0,1.0,1.0,82.46,8800.42689434365
Chrompet,1143.0,1.0,1.0,93.06,8141.7322834645665
Chrompet,1127.0,1.0,1.0,91.98,8161.490683229814
Chrompet,700.0,1.0,1.0,69.74,9962.857142857141
Chrompet,843.0,1.0,1.0,78.13,9268.090154211151
Chrompet,1073.0,1.0,1.0,97.61,9096.924510717614
Chrompet,711.0,1.0,1.0,63.55,8938.115330520393
Chrompet,1293.0,2.0,1.0,140.18,10841.453982985306
Chrompet,821.0,1.0,1.0,66.78,8133.982947624848
Chrompet,714.0,1.0,1.0,81.45,11407.563025210084
Chrompet,904.0,1.0,1.0,78.32,8663.71681415929
Chrompet,1114.0,1.0,1.0,92.15,8271.992818671455
Chrompet,776.0,1.0,1.0,82.38,10615.9793814433
Chrompet,1008.0,1.0,1.0,93.25,9250.992063492064
Chrompet,1166.0,1.0,1.0,100.93,8656.089193825042
Chrompet,1109.0,1.0,1.0,100.79,9088.367899008115
Chrompet,1257.0,2.0,1.0,137.74,10957.836117740653
Chrompet,1280.0,2.0,1.0,107.0,8359.375
Chrompet,750.0,1.0,1.0,79.55,10606.666666666666
Chrompet,1286.0,2.0,1.0,106.76,8301.710730948678
Chrompet,1115.0,1.0,1.0,90.06,8077.130044843049
Chrompet,989.0,1.0,1.0,93.16,9419.615773508594
Chrompet,951.0,1.0,1.0,112.4,11819.13774973712
Chrompet,820.0,1.0,1.0,82.55,10067.073170731708
Chrompet,1027.0,1.0,1.0,92.65,9021.421616358326
Chrompet,920.0,1.0,1.0,92.11,10011.95652173913
Chrompet,918.0,1.0,1.0,87.46,9527.233115468409
Chrompet,1258.0,2.0,1.0,111.55,8867.24960254372
Chrompet,881.0,1.0,1.0,87.35,9914.869466515323
Chrompet,802.0,1.0,1.0,86.57,10794.26433915212
Chrompet,717.0,1.0,1.0,77.25,10774.058577405858
Chrompet,1120.0,1.0,1.0,132.09,11793.75
Chrompet,1149.0,1.0,1.0,137.34,11953.002610966058
Chrompet,762.0,1.0,1.0,70.37,9234.90813648294
Chrompet,847.0,1.0,1.0,89.31,10544.273907910272
Chrompet,775.0,1.0,1.0,66.03,8520.0
Chrompet,1282.0,2.0,1.0,151.95,11852.574102964118
Chrompet,782.0,1.0,1.0,73.44,9391.304347826086
Chrompet,1128.0,1.0,1.0,98.05,8692.375886524822
Chrompet,895.0,1.0,1.0,95.33,10651.396648044692
Chrompet,1227.0,2.0,1.0,104.99,8556.642216788916
Chrompet,973.0,1.0,1.0,84.57,8691.675231243576
Chrompet,1001.0,1.0,1.0,97.24,9714.285714285714
Chrompet,907.0,1.0,1.0,89.47,9864.38809261301
Chrompet,1278.0,2.0,1.0,145.97,11421.752738654148
Chrompet,1051.0,1.0,1.0,93.1,8858.230256898192
Chrompet,835.0,1.0,1.0,69.96,8378.443113772453
Chrompet,1280.0,2.0,1.0,141.54,11057.8125
Chrompet,897.0,1.0,1.0,88.97,9918.617614269788
Chrompet,987.0,1.0,1.0,106.47,10787.234042553191
Chrompet,1078.0,1.0,1.0,93.48,8671.614100185529
Chrompet,1198.0,1.0,1.0,131.63,10987.479131886477
Chrompet,946.0,1.0,1.0,82.76,8748.414376321354
Chrompet,1276.0,2.0,1.0,103.09,8079.153605015674
Chrompet,806.0,1.0,1.0,86.36,10714.640198511166
Chrompet,784.0,1.0,1.0,75.0,9566.326530612245
Chrompet,1091.0,1.0,1.0,126.91,11632.447296058663
Chrompet,1026.0,1.0,1.0,101.2,9863.5477582846
Chrompet,704.0,1.0,1.0,62.48,8875.0
Chrompet,1133.0,1.0,1.0,93.05,8212.709620476611
Chrompet,904.0,1.0,1.0,84.52,9349.557522123894
Chrompet,996.0,1.0,1.0,91.35,9171.686746987953
Chrompet,969.0,1.0,1.0,86.46,8922.600619195047
Chrompet,1161.0,1.0,1.0,105.87,9118.863049095607
Chrompet,1101.0,1.0,1.0,89.82,8158.038147138965
Chrompet,1021.0,1.0,1.0,93.16,9124.387855044075
Chrompet,910.0,1.0,1.0,91.86,10094.505494505494
Chrompet,1170.0,1.0,1.0,124.48,10639.31623931624
Chrompet,744.0,1.0,1.0,64.81,8711.021505376344
Chrompet,812.0,1.0,1.0,72.26,8899.014778325125
Chrompet,975.0,1.0,1.0,80.75,8282.051282051281
Chrompet,1171.0,1.0,1.0,140.35,11985.482493595218
Chrompet,1015.0,1.0,1.0,116.78,11505.418719211822
Chrompet,1238.0,2.0,1.0,100.64,8129.2407108239095
Chrompet,953.0,1.0,1.0,80.5,8447.00944386149
Chrompet,742.0,1.0,1.0,74.4,10026.954177897574
Chrompet,790.0,1.0,1.0,86.64,10967.088607594937
Chrompet,967.0,1.0,1.0,82.49,8530.50672182006
Chrompet,961.0,1.0,1.0,87.2,9073.881373569198
Chrompet,1093.0,1.0,1.0,94.91,8683.440073193047
Chrompet,1294.0,2.0,1.0,151.99,11745.749613601236
Chrompet,985.0,1.0,1.0,95.73,9718.781725888324
Chrompet,826.0,1.0,1.0,91.4,11065.375302663439
Chrompet,705.0,1.0,1.0,74.96,10632.624113475176
Chrompet,1019.0,1.0,1.0,103.16,10123.650637880275
Chrompet,1212.0,2.0,1.0,123.83,10216.996699669968
Chrompet,816.0,1.0,1.0,82.28,10083.333333333334
Chrompet,1013.0,1.0,1.0,104.31,10297.137216189536
Chrompet,1058.0,1.0,1.0,121.97,11528.35538752363
Chrompet,1107.0,1.0,1.0,132.82,11998.193315266486
Chrompet,1061.0,1.0,1.0,104.85,9882.186616399624
Chrompet,1104.0,1.0,1.0,97.18,8802.536231884058
Chrompet,883.0,1.0,1.0,77.81,8812.004530011325
Chrompet,963.0,1.0,1.0,79.44,8249.221183800622
Chrompet,722.0,1.0,1.0,64.94,8994.459833795014
Chrompet,798.0,1.0,1.0,64.86,8127.81954887218
Chrompet,963.0,1.0,1.0,82.6,8577.36240913811
Chrompet,1055.0,1.0,1.0,120.69,11439.810426540284
Chrompet,1251.0,2.0,1.0,142.4,11382.893685051959
Chrompet,1081.0,1.0,1.0,123.7,11443.108233117484
Chrompet,829.0,1.0,1.0,91.8,11073.582629674307
Chrompet,1185.0,1.0,1.0,123.88,10454.008438818566
Chrompet,875.0,1.0,1.0,85.38,9757.714285714286
Chrompet,958.0,1.0,1.0,107.21,11191.022964509395
Chrompet,915.0,1.0,1.0,81.33,8888.524590163934
Chrompet,709.0,1.0,1.0,64.35,9076.16361071932
Chrompet,1194.0,1.0,1.0,136.84,11460.636515912898
Chrompet,965.0,1.0,1.0,96.25,9974.093264248704
Chrompet,894.0,1.0,1.0,90.39,10110.738255033557
Chrompet,1033.0,1.0,1.0,117.19,11344.627299128751
Chrompet,828.0,1.0,1.0,75.53,9121.980676328503
Chrompet,850.0,1.0,1.0,71.24,8381.176470588234
Chrompet,779.0,1.0,1.0,75.75,9724.00513478819
Chrompet,1184.0,1.0,1.0,138.61,11706.925675675677
Chrompet,942.0,1.0,1.0,77.67,8245.222929936306
Chrompet,819.0,1.0,1.0,81.32,9929.181929181928
Chrompet,1132.0,1.0,1.0,137.1,12111.307420494699
Chrompet,1252.0,2.0,1.0,149.02,11902.555910543133
Chrompet,1234.0,2.0,1.0,138.22,11200.97244732577
Chrompet,814.0,1.0,1.0,88.91,10922.604422604423
Chrompet,878.0,1.0,1.0,92.09,10488.61047835991
Chrompet,802.0,1.0,1.0,97.22,12122.19451371571
Chrompet,1191.0,1.0,1.0,98.94,8307.304785894206
Chrompet,922.0,1.0,1.0,86.35,9365.509761388286
Chrompet,1142.0,1.0,1.0,128.07,11214.535901926445
Chrompet,1182.0,1.0,1.0,100.98,8543.147208121827
Chrompet,955.0,1.0,1.0,97.44,10203.141361256545
Chrompet,1183.0,1.0,1.0,104.54,8836.855452240068
Chrompet,1268.0,2.0,1.0,109.83,8661.67192429022
Chrompet,1042.0,1.0,1.0,105.81,10154.51055662188
Chrompet,997.0,1.0,1.0,120.56,12092.276830491475
Chrompet,726.0,1.0,1.0,62.81,8651.515151515152
Chrompet,706.0,1.0,1.0,78.19,11075.070821529745
Chrompet,1112.0,1.0,1.0,133.64,12017.98561151079
Chrompet,1188.0,1.0,1.0,97.98,8247.474747474747
Chrompet,780.0,1.0,1.0,70.6,9051.28205128205
Chrompet,1195.0,1.0,1.0,102.1,8543.933054393305
Chrompet,1082.0,1.0,1.0,129.44,11963.031423290204
Chrompet,786.0,1.0,1.0,69.01,8779.898218829518
Chrompet,942.0,1.0,1.0,98.24,10428.87473460722
Chrompet,1098.0,1.0,1.0,89.02,8107.468123861567
Chrompet,1204.0,2.0,1.0,100.96,8385.382059800664
Chrompet,821.0,1.0,1.0,87.08,10606.577344701584
Chrompet,891.0,1.0,1.0,106.74,11979.79797979798
Chrompet,1191.0,1.0,1.0,107.49,9025.188916876574
Chrompet,740.0,1.0,1.0,75.26,10170.270270270272
Chrompet,1228.0,2.0,1.0,100.71,8201.14006514658
Chrompet,1211.0,2.0,1.0,132.62,10951.279933938893
Chrompet,951.0,1.0,1.0,112.65,11845.425867507887
Chrompet,797.0,1.0,1.0,71.43,8962.358845671268
Chrompet,1081.0,1.0,1.0,113.19,10470.860314523588
Chrompet,844.0,1.0,1.0,93.19,11041.469194312796
Chrompet,1002.0,1.0,1.0,102.32,10211.576846307385
Chrompet,937.0,1.0,1.0,90.37,9644.61045891142
Chrompet,1237.0,2.0,1.0,133.31,10776.879547291835
Chrompet,1242.0,2.0,1.0,138.97,11189.210950080515
Chrompet,801.0,1.0,1.0,73.85,9219.725343320848
Chrompet,791.0,1.0,1.0,95.25,12041.719342604298
Chrompet,1003.0,1.0,1.0,97.78,9748.75373878365
Chrompet,1010.0,1.0,1.0,97.73,9676.237623762376
Chrompet,1164.0,1.0,1.0,128.74,11060.137457044673
Chrompet,1176.0,1.0,1.0,108.81,9252.551020408164
Chrompet,723.0,1.0,1.0,87.26,12069.156293222683
Chrompet,1148.0,1.0,1.0,104.37,9091.463414634147
Chrompet,951.0,1.0,1.0,78.63,8268.13880126183
Chrompet,953.0,1.0,1.0,88.01,9235.04721930745
Chrompet,1010.0,1.0,1.0,92.07,9115.841584158416
Chrompet,1236.0,2.0,1.0,112.41,9094.660194174758
Chrompet,901.0,1.0,1.0,94.91,10533.8512763596
Chrompet,1083.0,1.0,1.0,96.93,8950.138504155124
Chrompet,728.0,1.0,1.0,76.39,10493.131868131868
Chrompet,1274.0,2.0,1.0,142.54,11188.383045525903
Chrompet,818.0,1.0,1.0,80.28,9814.180929095355
Chrompet,1066.0,1.0,1.0,95.72,8979.362101313322
Chrompet,1147.0,1.0,1.0,93.52,8153.443766346993
Chrompet,1264.0,2.0,1.0,102.65,8121.044303797468
Chrompet,743.0,1.0,1.0,80.11,10781.965006729475
Chrompet,1064.0,1.0,1.0,99.56,9357.142857142857
Chrompet,980.0,1.0,1.0,100.45,10250.0
Chrompet,1231.0,2.0,1.0,138.75,11271.324126726238
Chrompet,1071.0,1.0,1.0,102.23,9545.284780578899
Chrompet,805.0,1.0,1.0,79.15,9832.298136645964
Chrompet,805.0,1.0,1.0,88.28,10966.459627329192
Chrompet,737.0,1.0,1.0,59.4,8059.701492537313
Chrompet,729.0,1.0,1.0,79.19,10862.825788751714
Chrompet,1261.0,2.0,1.0,150.44,11930.214115781126
Chrompet,857.0,1.0,1.0,77.39,9030.338389731622
Chrompet,963.0,1.0,1.0,112.24,11655.244029075804
Chrompet,1056.0,1.0,1.0,93.42,8846.59090909091
Chrompet,948.0,1.0,1.0,81.59,8606.540084388185
Chrompet,1002.0,1.0,1.0,115.15,11492.015968063872
Chrompet,856.0,1.0,1.0,96.57,11281.542056074766
Chrompet,1275.0,2.0,1.0,140.09,10987.450980392157
Chrompet,1173.0,1.0,1.0,95.63,8152.600170502984
Chrompet,1187.0,1.0,1.0,135.34,11401.853411962931
Chrompet,1121.0,1.0,1.0,107.69,9606.601248884925
Chrompet,1053.0,1.0,1.0,124.87,11858.499525166191
Chrompet,992.0,1.0,1.0,104.43,10527.217741935483
Chrompet,1114.0,1.0,1.0,135.52,12165.170556552965
Chrompet,1179.0,1.0,1.0,106.96,9072.094995759118
Chrompet,855.0,1.0,1.0,93.55,10941.520467836257
Chrompet,940.0,1.0,1.0,113.6,12085.106382978724
Chrompet,707.0,1.0,1.0,71.34,10090.523338048091
Chrompet,740.0,1.0,1.0,90.03,12166.216216216217
Chrompet,1210.0,2.0,1.0,99.67,8237.190082644629
Chrompet,1124.0,1.0,1.0,130.31,11593.416370106761
Chrompet,1021.0,1.0,1.0,93.38,9145.935357492654
Chrompet,941.0,1.0,1.0,98.68,10486.716259298619
Chrompet,1153.0,1.0,1.0,128.67,11159.583694709452
Chrompet,1117.0,1.0,1.0,127.05,11374.216651745748
Chrompet,978.0,1.0,1.0,81.96,8380.368098159508
Chrompet,1196.0,1.0,1.0,111.35,9310.200668896321
Chrompet,1225.0,2.0,1.0,111.16,9074.285714285714
Chrompet,812.0,1.0,1.0,96.63,11900.24630541872
Chrompet,1203.0,2.0,1.0,134.92,11215.295095594345
Chrompet,1027.0,1.0,1.0,118.27,11516.066212268744
Chrompet,1122.0,1.0,1.0,131.8,11746.880570409983
Chrompet,849.0,1.0,1.0,70.61,8316.843345111896
Chrompet,738.0,1.0,1.0,76.61,10380.758807588076
Chrompet,1159.0,1.0,1.0,124.16,10712.683347713546
Chrompet,863.0,1.0,1.0,73.42,8507.531865585168
Chrompet,1174.0,1.0,1.0,133.28,11352.640545144804
Chrompet,768.0,1.0,1.0,74.62,9716.145833333334
Chrompet,714.0,1.0,1.0,81.91,11471.988795518208
Chrompet,1174.0,1.0,1.0,129.8,11056.218057921637
Chrompet,943.0,1.0,1.0,77.11,8177.094379639449
Chrompet,1071.0,1.0,1.0,92.77,8661.998132586368
Chrompet,892.0,1.0,1.0,80.28,9000.0
Chrompet,733.0,1.0,1.0,74.88,10215.552523874489
Chrompet,721.0,1.0,1.0,79.47,11022.191400832178
Chrompet,994.0,1.0,1.0,115.35,11604.627766599597
Chrompet,1100.0,1.0,1.0,91.72,8338.181818181818
Chrompet,1182.0,1.0,1.0,108.77,9202.199661590525
Chrompet,785.0,1.0,1.0,73.35,9343.949044585986
Chrompet,765.0,1.0,1.0,68.61,8968.627450980392
Chrompet,803.0,1.0,1.0,68.11,8481.942714819426
Chrompet,1021.0,1.0,1.0,93.05,9113.614103819784
Chrompet,1067.0,1.0,1.0,91.12,8539.831302717901
Chrompet,961.0,1.0,1.0,84.02,8742.976066597295
Chrompet,983.0,1.0,1.0,89.78,9133.26551373347
Chrompet,942.0,1.0,1.0,79.13,8400.212314225053
Chrompet,715.0,1.0,1.0,72.84,10187.412587412588
Chrompet,1125.0,1.0,1.0,130.9,11635.555555555555
Chrompet,1222.0,2.0,1.0,105.69,8648.936170212766
Chrompet,768.0,1.0,1.0,67.9,8841.145833333334
Chrompet,1109.0,1.0,1.0,91.9,8286.744815148782
Chrompet,1239.0,2.0,1.0,106.0,8555.286521388216
Chrompet,755.0,1.0,1.0,69.72,9234.437086092716
Chrompet,826.0,1.0,1.0,78.66,9523.002421307507
Chrompet,1158.0,1.0,1.0,105.55,9114.853195164076
Chrompet,1167.0,1.0,1.0,95.54,8186.803770351328
Chrompet,788.0,1.0,1.0,85.78,10885.786802030458
Chrompet,987.0,1.0,1.0,115.41,11693.009118541033
Chrompet,876.0,1.0,1.0,103.38,11801.369863013699
Chrompet,1210.0,2.0,1.0,107.46,8880.99173553719
Chrompet,714.0,1.0,1.0,66.78,9352.941176470587
Chrompet,989.0,1.0,1.0,104.94,10610.71789686552
Chrompet,1005.0,1.0,1.0,102.5,10199.004975124379
Chrompet,765.0,1.0,1.0,77.28,10101.960784313726
Chrompet,1206.0,2.0,1.0,127.52,10573.79767827529
Chrompet,972.0,1.0,1.0,94.92,9765.432098765432
Chrompet,771.0,1.0,1.0,82.54,10705.577172503245
Chrompet,1202.0,2.0,1.0,128.48,10688.851913477536
Chrompet,997.0,1.0,1.0,92.44,9271.815446339016
Chrompet,976.0,1.0,1.0,92.58,9485.655737704918
Chrompet,1282.0,2.0,1.0,115.61,9017.940717628706
Chrompet,812.0,1.0,1.0,78.29,9641.625615763547
Chrompet,831.0,1.0,1.0,83.74,10077.015643802646
Chrompet,1277.0,2.0,1.0,103.67,8118.245888801879
Chrompet,1017.0,1.0,1.0,95.74,9413.962635201573
Chrompet,842.0,1.0,1.0,85.75,10184.085510688836
Chrompet,1186.0,1.0,1.0,122.74,10349.072512647555
Chrompet,944.0,1.0,1.0,87.54,9273.305084745763
Chrompet,1069.0,1.0,1.0,88.57,8285.313376987839
Chrompet,876.0,1.0,1.0,75.22,8586.75799086758
Chrompet,1263.0,2.0,1.0,114.44,9060.965954077594
Chrompet,1073.0,1.0,1.0,95.22,8874.184529356944
Chrompet,884.0,1.0,1.0,88.12,9968.325791855204
Chrompet,1244.0,2.0,1.0,111.14,8934.083601286173
Chrompet,1025.0,1.0,1.0,96.67,9431.219512195123
Chrompet,1128.0,1.0,1.0,127.1,11267.7304964539
Chrompet,972.0,1.0,1.0,82.14,8450.617283950618
Chrompet,1005.0,1.0,1.0,84.53,8410.945273631842
Chrompet,982.0,1.0,1.0,83.16,8468.431771894093
Chrompet,780.0,1.0,1.0,65.62,8412.820512820514
Chrompet,1285.0,2.0,1.0,129.06,10043.579766536965
Chrompet,755.0,1.0,1.0,71.0,9403.973509933774
Chrompet,1019.0,1.0,1.0,99.78,9791.952894995093
Chrompet,1230.0,2.0,1.0,148.02,12034.146341463416
Chrompet,1047.0,1.0,1.0,105.27,10054.441260744985
Chrompet,902.0,1.0,1.0,79.47,8810.421286031042
Chrompet,754.0,1.0,1.0,66.07,8762.599469496019
Chrompet,727.0,1.0,1.0,88.28,12143.05364511692
Chrompet,1136.0,1.0,1.0,96.57,8500.88028169014
Chrompet,1178.0,1.0,1.0,106.12,9008.48896434635
Chrompet,1254.0,2.0,1.0,108.84,8679.425837320574
Chrompet,1204.0,2.0,1.0,136.77,11359.634551495019
Chrompet,844.0,1.0,1.0,79.88,9464.454976303317
Chrompet,774.0,1.0,1.0,83.36,10770.025839793281
Chrompet,1260.0,2.0,1.0,112.71,8945.238095238095
Chrompet,931.0,1.0,1.0,81.5,8754.027926960258
Chrompet,1082.0,1.0,1.0,92.08,8510.166358595194
Chrompet,1212.0,2.0,1.0,142.74,11777.227722772277
Chrompet,1104.0,1.0,1.0,94.73,8580.615942028986
Chrompet,910.0,1.0,1.0,83.65,9192.307692307693
Chrompet,1000.0,1.0,1.0,93.27,9327.0
Chrompet,1251.0,2.0,1.0,138.47,11068.745003996803
Chrompet,1003.0,1.0,1.0,108.31,10798.604187437686
Chrompet,816.0,1.0,1.0,73.75,9037.990196078432
Chrompet,873.0,1.0,1.0,77.65,8894.616265750288
Chrompet,798.0,1.0,1.0,75.5,9461.152882205513
Chrompet,1266.0,2.0,1.0,136.67,10795.418641390204
Chrompet,1182.0,1.0,1.0,100.39,8493.231810490694
Chrompet,1240.0,2.0,1.0,140.16,11303.225806451614
Chrompet,810.0,1.0,1.0,68.15,8413.580246913582
Chrompet,1101.0,1.0,1.0,132.97,12077.202543142597
Chrompet,1146.0,1.0,1.0,98.35,8582.024432809772
Chrompet,832.0,1.0,1.0,80.55,9681.490384615385
Chrompet,901.0,1.0,1.0,74.53,8271.920088790233
